,eq_ret_3m,eq_vol_3m,eq_dd_12m,eq_mom_12m,ff_chg_3m,real_ff,cpi_yoy,cpi_yoy_chg_3m,y2_minus_ff,y2_chg_3m,fwd_6m_%,fwd_12m_%,pattern,distance,n_features
1954-07-31,9.271,7.323,0.0,24.768,,0.539,0.261,-0.376,,,18.62,40.933,HOLD | infl-dn | eq-up | low-vol,0.664,7
1954-08-31,2.193,8.681,-4.422,27.916,,1.22,0.0,-0.861,,,23.232,44.754,HOLD | infl-dn | eq-up | mid-vol,0.906,7
1954-09-30,10.613,8.141,-1.162,38.373,,1.368,-0.298,-0.933,,,13.216,35.159,HOLD | infl-dn | eq-up | low-vol,0.88,7
1954-10-31,2.591,8.154,-3.297,29.095,0.05,1.703,-0.853,-1.115,,,19.823,33.649,HOLD | infl-dn | eq-up | low-vol,0.961,8
1954-11-30,14.784,7.879,-0.897,38.288,-0.39,1.091,-0.261,-0.261,,,10.718,32.915,CUT | infl-dn | eq-up | low-vol,0.736,8
1954-12-31,11.359,8.312,0.0,45.022,0.21,1.652,-0.372,-0.075,,,14.036,26.404,HIKE | infl-flat | eq-up | low-vol,0.826,8
1955-01-31,15.625,11.056,-0.327,40.452,0.54,2.021,-0.631,0.222,,,18.81,19.629,HIKE | infl-up | eq-up | mid-vol,0.755,8
1955-02-28,7.36,10.745,-1.05,40.574,0.46,1.92,-0.63,-0.369,,,17.465,23.341,HIKE | infl-dn | eq-up | mid-vol,0.8,8
1955-03-31,1.668,12.666,-2.505,35.783,0.07,1.87,-0.52,-0.148,,,19.382,32.832,HOLD | infl-dn | eq-flat | high-vol,0.821,8
1955-04-30,3.631,12.501,-0.939,34.324,0.04,1.691,-0.261,0.37,,,11.538,27.45,HOLD | infl-up | eq-up | mid-vol,0.743,8
1955-05-31,3.128,12.206,-1.07,29.873,0.14,2.024,-0.594,0.036,,,20.047,19.23,HOLD | infl-flat | eq-up | mid-vol,0.74,8
1955-06-30,12.165,9.717,0.0,40.466,0.29,2.494,-0.854,-0.334,,,10.846,14.477,HIKE | infl-dn | eq-up | mid-vol,0.8,8
1955-07-31,14.647,9.49,-0.548,40.933,0.25,2.052,-0.372,-0.112,,,0.689,13.488,HIKE | infl-dn | eq-up | mid-vol,0.744,8
1955-08-31,13.901,10.327,-1.325,44.754,0.53,2.444,-0.484,0.11,,,5.002,10.028,HIKE | infl-up | eq-up | mid-vol,0.817,8
1955-09-30,6.434,15.92,-4.295,35.159,0.54,2.031,0.149,1.003,,,11.266,3.847,HIKE | infl-up | eq-up | high-vol,0.779,8
1955-10-31,-2.711,16.237,-7.21,33.649,0.56,1.866,0.374,0.747,,,14.265,7.652,HIKE | infl-up | eq-dn | high-vol,0.999,8
1955-11-30,5.396,17.064,-1.939,32.915,0.39,1.977,0.373,0.858,,,-0.681,-0.945,HIKE | infl-up | eq-up | high-vol,0.728,8
1955-12-31,4.145,11.969,-2.004,26.404,0.3,2.106,0.374,0.224,,,3.276,2.617,HIKE | infl-up | eq-up | mid-vol,0.631,8
1956-01-31,3.496,10.07,-5.581,19.629,0.21,2.226,0.224,-0.15,,,12.711,2.054,HIKE | infl-dn | eq-up | mid-vol,0.684,8
1956-02-29,-0.374,8.825,-2.306,23.341,0.15,2.351,0.149,-0.224,,,4.786,-4.588,HOLD | infl-dn | eq-flat | mid-vol,0.855,8
1956-03-31,6.838,9.621,-0.573,32.832,0.02,2.127,0.373,-0.0,,,-6.668,-9.22,HOLD | infl-flat | eq-up | mid-vol,0.649,8
1956-04-30,10.406,9.012,-1.003,27.45,0.17,2.097,0.523,0.298,,,-5.788,-5.457,HOLD | infl-up | eq-up | mid-vol,0.557,8
1956-05-31,-0.309,10.129,-7.51,19.23,0.25,1.779,0.971,0.822,,,-0.265,4.934,HIKE | infl-up | eq-flat | mid-vol,0.866,8
1956-06-30,-3.334,10.247,-3.888,14.477,0.21,1.063,1.647,1.274,,,-0.639,0.852,HIKE | infl-up | eq-dn | mid-vol,1.024,8
1956-07-31,2.088,9.799,-0.182,13.488,0.13,0.769,1.981,1.458,,,-9.455,-2.997,HOLD | infl-up | eq-up | mid-vol,0.899,8
1956-08-31,5.111,8.843,-4.483,10.028,-0.02,0.522,2.208,1.237,,,-8.945,-4.82,HOLD | infl-up | eq-up | mid-vol,0.778,8
1956-09-30,-3.449,8.382,-8.826,3.847,0.24,1.088,1.862,0.215,,,-2.734,-6.461,HIKE | infl-up | eq-dn | low-vol,1.0,8
1956-10-31,-7.714,10.101,-8.363,7.652,0.21,0.387,2.573,0.592,,,0.351,-9.917,HIKE | infl-up | eq-dn | mid-vol,1.138,8
1956-11-30,-5.115,10.821,-9.369,-0.945,0.15,0.536,2.344,0.136,,,5.213,-7.453,HOLD | infl-up | eq-dn | mid-vol,1.064,8
1956-12-31,2.911,10.849,-6.172,2.617,-0.01,0.112,2.828,0.966,,,1.5,-14.313,HOLD | infl-up | eq-up | mid-vol,0.798,8
1957-01-31,-1.887,9.482,-10.092,2.054,-0.12,-0.291,3.131,0.558,,,7.133,-6.753,HOLD | infl-up | eq-flat | mid-vol,0.98,8
1957-02-28,-4.037,9.426,-13.028,-4.588,0.12,-0.5,3.5,1.156,,,4.531,-5.594,HOLD | infl-up | eq-dn | mid-vol,1.253,8
1957-03-31,-5.485,8.03,-11.319,-9.22,0.02,-0.647,3.607,0.779,,,-3.831,-4.557,HOLD | infl-up | eq-dn | low-vol,1.292,8
1957-04-30,2.281,6.965,-8.042,-5.457,0.16,-0.713,3.713,0.583,,,-10.232,-5.028,HOLD | infl-up | eq-up | low-vol,0.975,8
1957-05-31,9.639,5.193,-4.644,4.934,0.0,-0.589,3.589,0.089,,,-12.039,-6.81,HOLD | infl-flat | eq-up | low-vol,0.692,8
1957-06-30,7.391,5.844,-4.765,0.852,0.04,-0.536,3.536,-0.071,,,-15.579,-4.497,HOLD | infl-flat | eq-up | low-vol,0.742,8
1957-07-31,4.744,6.514,-3.679,-2.997,-0.01,-0.308,3.298,-0.415,,,-12.962,-1.503,HOLD | infl-dn | eq-up | low-vol,0.829,8
1957-08-31,-4.659,9.48,-7.958,-4.82,0.24,-0.312,3.552,-0.037,,,-9.686,5.595,HIKE | infl-flat | eq-dn | mid-vol,1.1,8
1957-09-30,-10.45,10.836,-13.658,-6.461,0.47,-0.077,3.547,0.011,,,-0.754,18.01,HIKE | infl-flat | eq-dn | mid-vol,1.405,8
1957-10-31,-14.298,15.067,-16.426,-9.917,0.51,0.556,2.944,-0.354,,,5.796,25.012,HIKE | infl-dn | eq-dn | high-vol,1.619,8
1957-11-30,-7.74,16.26,-15.082,-7.453,0.04,0.008,3.272,-0.28,,,5.944,25.791,HOLD | infl-dn | eq-dn | high-vol,1.311,8
1957-12-31,-5.728,15.931,-18.604,-14.313,-0.49,-0.06,3.04,-0.506,,,13.128,38.06,CUT | infl-dn | eq-dn | high-vol,1.415,8
1958-01-31,1.559,11.882,-15.123,-6.753,-0.78,-0.786,3.506,0.561,,,13.165,32.902,CUT | infl-up | eq-flat | mid-vol,1.086,8
1958-02-28,-2.109,8.685,-16.874,-5.594,-1.61,-1.567,3.237,-0.034,,,16.92,35.676,CUT | infl-flat | eq-dn | mid-vol,1.343,8
1958-03-31,5.276,7.52,-14.309,-4.557,-1.78,-2.425,3.625,0.585,,,18.907,31.686,CUT | infl-up | eq-up | low-vol,1.235,8
1958-04-30,4.173,7.459,-11.582,-5.028,-1.46,-2.356,3.616,0.111,,,18.163,32.574,CUT | infl-up | eq-up | low-vol,1.128,8
1958-05-31,8.227,6.719,-10.035,-6.81,-1.04,-2.727,3.357,0.12,,,18.733,32.76,CUT | infl-up | eq-up | low-vol,1.043,8
1958-06-30,7.458,6.956,-7.918,-4.497,-0.27,-1.916,2.846,-0.779,,,22.038,29.244,CUT | infl-dn | eq-up | low-vol,0.932,8
1958-07-31,8.633,6.647,-1.255,-1.503,-0.58,-1.803,2.483,-1.133,,,17.44,28.226,CUT | infl-dn | eq-up | low-vol,0.944,8
1958-08-31,8.032,6.988,-0.892,5.595,0.9,-0.804,2.334,-1.023,,,16.042,24.817,HIKE | infl-dn | eq-up | low-vol,0.838,8
1958-09-30,10.654,6.69,0.0,18.01,0.83,-0.323,2.083,-0.763,,,10.747,13.624,HIKE | infl-dn | eq-up | low-vol,0.685,8
1958-10-31,8.773,7.059,-0.562,25.012,1.12,-0.283,2.083,-0.4,,,12.196,12.059,HIKE | infl-dn | eq-up | low-vol,0.692,8
1958-11-30,9.906,8.832,-1.427,25.791,0.74,0.369,1.901,-0.433,,,11.814,11.052,HIKE | infl-dn | eq-up | mid-vol,0.535,8
1958-12-31,10.288,9.131,0.0,38.06,0.66,0.664,1.756,-0.327,,,5.905,8.477,HIKE | infl-dn | eq-up | mid-vol,0.642,8
1959-01-31,7.968,8.852,-1.106,32.902,0.68,1.188,1.292,-0.791,,,9.184,0.343,HIKE | infl-dn | eq-up | mid-vol,0.702,8
1959-02-28,5.583,7.707,-1.124,35.676,0.16,1.385,1.045,-0.855,,,7.562,1.281,HOLD | infl-dn | eq-up | low-vol,0.799,8
1959-03-31,0.417,7.365,-2.17,31.686,0.38,2.454,0.346,-1.41,,,2.597,-0.18,HIKE | infl-dn | eq-flat | low-vol,1.085,8
1959-04-30,3.916,7.16,-0.997,32.574,0.48,2.822,0.138,-1.154,,,-0.122,-5.591,HIKE | infl-dn | eq-up | low-vol,0.979,8
1959-05-31,5.901,6.202,0.0,32.76,0.47,2.554,0.346,-0.7,,,-0.682,-4.857,HIKE | infl-dn | eq-up | low-vol,0.866,8
1959-06-30,5.465,7.075,-0.358,29.244,0.59,2.698,0.692,0.345,,,2.429,-2.651,HIKE | infl-up | eq-up | low-vol,0.778,8
1959-07-31,5.07,7.039,-0.181,28.226,0.51,2.57,0.9,0.762,,,-8.098,-8.263,HIKE | infl-up | eq-up | low-vol,0.816,8
1959-08-31,1.568,8.434,-1.828,24.817,0.6,2.671,0.829,0.484,,,-5.839,-4.43,HIKE | infl-up | eq-flat | mid-vol,0.828,8
1959-09-30,-2.719,9.507,-6.309,13.624,0.37,2.584,1.176,0.484,,,-2.707,-5.907,HIKE | infl-up | eq-dn | mid-vol,0.942,8
1959-10-31,-4.941,9.788,-5.254,12.059,0.51,2.458,1.522,0.622,,,-5.476,-7.18,HIKE | infl-up | eq-dn | mid-vol,1.034,8
1959-11-30,-2.215,8.808,-4.003,11.052,0.5,2.618,1.382,0.552,,,-4.204,-4.701,HIKE | infl-up | eq-dn | mid-vol,0.943,8
1959-12-31,5.292,6.231,-1.351,8.477,0.23,2.471,1.519,0.343,,,-4.959,-2.972,HIKE | infl-up | eq-up | low-vol,0.743,8
1960-01-31,-3.321,6.93,-8.401,0.343,0.01,2.749,1.241,-0.281,,,-0.18,11.095,HOLD | infl-dn | eq-dn | low-vol,1.096,8
1960-02-29,-3.706,8.139,-7.561,1.281,-0.03,2.556,1.414,0.032,,,1.497,13.043,HOLD | infl-flat | eq-dn | low-vol,1.051,8
1960-03-31,-7.597,9.067,-8.845,-0.18,-0.15,2.321,1.519,0.0,,,-3.289,18.052,HOLD | infl-flat | eq-dn | mid-vol,1.204,8
1960-04-30,-2.23,8.733,-10.443,-5.591,-0.07,1.988,1.932,0.691,,,-1.802,20.121,HOLD | infl-up | eq-dn | mid-vol,1.106,8
1960-05-31,-0.517,7.457,-8.038,-4.857,-0.12,2.025,1.825,0.411,,,-0.519,19.219,HOLD | infl-up | eq-flat | low-vol,1.014,8
1960-06-30,2.855,6.605,-6.243,-2.651,-0.52,1.602,1.718,0.199,,,2.091,13.563,CUT | infl-up | eq-up | low-vol,0.89,8
1960-07-31,2.097,7.22,-8.565,-8.263,-0.69,1.858,1.372,-0.56,,,11.295,20.267,CUT | infl-dn | eq-up | low-vol,1.038,8
1960-08-31,2.024,7.658,-5.68,-4.43,-0.87,1.506,1.474,-0.351,,,11.376,19.505,CUT | infl-dn | eq-up | low-vol,0.946,8
1960-09-30,-5.973,9.579,-11.376,-5.907,-0.72,1.369,1.231,-0.487,,,22.067,24.682,CUT | infl-dn | eq-dn | mid-vol,1.248,8
1960-10-31,-3.819,9.72,-11.591,-7.18,-0.76,1.107,1.363,-0.009,,,22.326,28.526,CUT | infl-flat | eq-dn | mid-vol,1.168,8
1960-11-30,-2.493,9.737,-8.031,-4.701,-0.54,0.975,1.465,-0.009,,,19.842,28.412,CUT | infl-flat | eq-dn | mid-vol,1.028,8
1960-12-31,8.576,7.53,-3.775,-2.972,-0.62,0.62,1.36,0.129,,,11.237,23.129,CUT | infl-up | eq-up | low-vol,0.738,8
1961-01-31,15.715,6.497,-0.307,11.095,-1.02,-0.15,1.6,0.237,,,8.061,11.428,CUT | infl-up | eq-up | low-vol,0.678,8
1961-02-28,14.224,6.598,0.0,13.043,0.1,1.078,1.462,-0.003,,,7.298,10.277,HOLD | infl-flat | eq-up | low-vol,0.538,8
1961-03-31,12.425,6.584,0.0,18.052,0.04,0.558,1.462,0.102,,,2.143,6.46,HOLD | infl-up | eq-up | low-vol,0.521,8
1961-04-30,5.714,7.483,-2.055,20.121,0.04,0.576,0.914,-0.686,,,5.068,-0.107,HOLD | infl-dn | eq-up | low-vol,0.674,8
1961-05-31,4.918,6.977,-1.232,19.219,-0.56,1.067,0.913,-0.549,,,7.151,-10.412,CUT | infl-dn | eq-up | low-vol,0.719,8
1961-06-30,-1.056,7.245,-4.081,13.563,-0.29,0.953,0.777,-0.685,,,10.69,-15.3,CUT | infl-dn | eq-flat | low-vol,0.917,8
1961-07-31,2.22,6.625,-0.935,20.267,-0.32,-0.082,1.252,0.338,,,3.116,-12.777,CUT | infl-up | eq-up | low-vol,0.771,8
1961-08-31,2.269,6.611,-0.541,19.505,0.02,0.886,1.114,0.201,,,2.777,-13.148,HOLD | infl-up | eq-up | low-vol,0.749,8
1961-09-30,3.233,7.147,-2.527,24.682,0.15,0.63,1.25,0.473,,,4.226,-15.675,HOLD | infl-up | eq-up | low-vol,0.722,8
1961-10-31,2.786,6.247,0.0,28.526,1.09,1.487,0.773,-0.479,,,-4.926,-17.633,HIKE | infl-dn | eq-up | low-vol,0.9,8
1961-11-30,4.774,6.319,-0.738,28.412,0.61,1.938,0.672,-0.443,,,-16.391,-12.703,HIKE | infl-dn | eq-up | low-vol,0.794,8
1961-12-31,7.223,5.356,-1.501,23.129,0.45,1.659,0.671,-0.579,,,-23.48,-11.81,HIKE | infl-dn | eq-up | low-vol,0.746,8
1962-01-31,0.321,6.72,-5.231,11.428,-0.11,1.48,0.67,-0.103,1.14,,-15.413,-3.835,HOLD | infl-dn | eq-flat | low-vol,0.885,9
1962-02-28,-1.907,6.55,-3.689,10.277,-0.24,1.465,0.905,0.233,0.84,,-15.495,-8.105,CUT | infl-up | eq-flat | low-vol,0.923,9
1962-03-31,-2.795,6.13,-4.254,6.46,0.52,1.744,1.106,0.435,0.12,,-19.094,-4.285,HIKE | infl-up | eq-dn | low-vol,0.967,9
1962-04-30,-5.23,6.795,-10.187,-0.107,0.63,1.438,1.342,0.672,0.29,-0.22,-13.366,6.99,HIKE | infl-up | eq-dn | low-vol,1.089,10
1962-05-31,-14.766,17.42,-17.91,-10.412,-0.01,1.02,1.34,0.436,0.63,-0.22,4.411,18.732,HOLD | infl-up | eq-dn | high-vol,1.517,10
1962-06-30,-21.28,21.348,-24.628,-15.3,-0.17,1.44,1.24,0.134,0.52,0.23,15.251,26.703,HOLD | infl-up | eq-dn | high-vol,1.915,10
1962-07-31,-10.745,22.124,-19.838,-12.777,-0.07,1.707,1.003,-0.339,0.62,0.26,13.687,18.719,HOLD | infl-dn | eq-dn | high-vol,1.483,10
1962-08-31,-0.855,15.535,-18.612,-13.148,0.57,1.794,1.136,-0.205,0.21,0.15,8.745,22.632,HIKE | infl-dn | eq-flat | high-vol,1.137,10
1962-09-30,2.776,10.296,-22.536,-15.675,0.22,1.432,1.468,0.228,0.12,-0.18,18.305,27.421,HIKE | infl-up | eq-up | mid-vol,1.199,10
1962-10-31,-2.937,12.25,-22.192,-17.633,0.19,1.566,1.334,0.332,0.07,-0.36,23.496,30.945,HOLD | infl-up | eq-dn | mid-vol,1.321,10
1962-11-30,5.311,12.821,-14.29,-12.703,0.01,1.606,1.334,0.199,0.08,-0.12,13.717,17.62,HOLD | infl-up | eq-up | high-vol,0.89,10
1962-12-31,12.138,11.701,-11.81,-11.81,0.03,1.697,1.233,-0.235,0.12,0.03,9.937,18.891,HOLD | infl-dn | eq-up | mid-vol,0.77,10
1963-01-31,17.127,7.782,-6.839,-3.835,0.02,1.588,1.332,-0.003,0.11,0.06,4.426,16.375,HOLD | infl-flat | eq-up | low-vol,0.656,10
1963-02-28,3.261,6.759,-9.527,-8.105,0.06,1.771,1.229,-0.105,0.02,0.0,12.77,21.014,HOLD | infl-dn | eq-up | low-vol,0.874,10
1963-03-31,5.499,7.039,-4.285,-4.285,0.05,1.853,1.127,-0.106,0.11,0.04,7.706,18.642,HOLD | infl-dn | eq-up | low-vol,0.735,10
1963-04-30,5.438,6.377,0.0,6.99,-0.02,2.006,0.894,-0.438,0.21,0.08,6.032,13.84,HOLD | infl-dn | eq-up | low-vol,0.686,10
1963-05-31,10.126,5.832,0.0,18.732,0.0,2.107,0.893,-0.336,0.2,0.18,3.432,13.333,HOLD | infl-dn | eq-up | low-vol,0.582,10
1963-06-30,4.206,4.93,-2.02,26.703,0.01,1.666,1.324,0.197,0.2,0.1,8.145,17.76,HOLD | infl-up | eq-up | low-vol,0.689,10
1963-07-31,-0.96,5.517,-2.359,18.719,0.12,1.465,1.555,0.662,0.48,0.39,11.442,20.324,HOLD | infl-up | eq-flat | low-vol,0.855,10
1963-08-31,2.401,5.578,0.0,22.632,0.49,1.938,1.552,0.659,0.1,0.39,7.31,12.869,HIKE | infl-up | eq-up | low-vol,0.778,10
1963-09-30,3.359,5.604,-2.183,27.421,0.49,2.494,0.986,-0.338,0.11,0.4,10.153,17.406,HIKE | infl-dn | eq-up | low-vol,0.761,10
1963-10-31,7.059,5.584,-0.631,30.945,0.48,2.282,1.218,-0.337,0.18,0.18,7.364,14.66,HIKE | infl-dn | eq-up | low-vol,0.683,10
1963-11-30,1.007,10.516,-1.678,17.62,-0.01,2.163,1.317,-0.236,0.26,0.15,9.573,15.281,HOLD | infl-dn | eq-flat | mid-vol,0.636,10
1963-12-31,4.63,10.338,0.0,18.891,-0.1,1.734,1.646,0.66,0.45,0.24,8.891,12.97,HOLD | infl-up | eq-up | mid-vol,0.572,10
1964-01-31,4.094,9.955,-0.091,16.375,-0.02,1.837,1.643,0.425,0.28,0.08,7.97,13.655,HOLD | infl-up | eq-up | mid-vol,0.549,10
1964-02-29,6.241,3.696,-0.09,21.014,0.0,2.069,1.411,0.094,0.43,0.17,5.18,12.378,HOLD | infl-flat | eq-up | low-vol,0.701,10
1964-03-31,5.279,3.088,-0.504,18.642,0.05,2.021,1.409,-0.236,0.51,0.11,6.584,9.091,HOLD | infl-dn | eq-up | low-vol,0.747,10
1964-04-30,3.141,3.537,-1.353,13.84,-0.01,1.928,1.542,-0.101,0.37,0.08,6.796,12.144,HOLD | infl-dn | eq-up | low-vol,0.762,10
1964-05-31,3.136,4.105,-1.134,13.333,0.02,1.96,1.54,0.13,0.34,-0.07,5.209,10.194,HOLD | infl-up | eq-up | low-vol,0.744,10
1964-06-30,3.431,4.949,0.0,17.76,0.07,2.193,1.307,-0.103,0.28,-0.16,3.746,2.975,HOLD | infl-dn | eq-up | low-vol,0.716,10
1964-07-31,4.682,4.542,-0.988,20.324,-0.05,2.345,1.075,-0.467,0.27,-0.15,5.266,2.489,HOLD | infl-dn | eq-up | low-vol,0.727,10
1964-08-31,1.982,5.31,-2.595,12.869,0.0,2.524,0.976,-0.565,0.31,-0.03,6.843,6.526,HOLD | infl-dn | eq-flat | low-vol,0.791,10
1964-09-30,3.048,4.549,-0.119,17.406,-0.05,2.278,1.172,-0.135,0.39,0.06,2.352,6.866,HOLD | infl-dn | eq-up | low-vol,0.749,10
1964-10-31,2.02,4.67,-0.446,14.66,-0.06,2.157,1.203,0.128,0.5,0.17,5.008,8.909,HOLD | infl-up | eq-up | low-vol,0.778,10
1964-11-30,3.165,3.958,-2.156,15.281,0.02,2.123,1.397,0.421,0.58,0.29,4.738,8.517,HOLD | infl-up | eq-up | low-vol,0.785,10
1964-12-31,0.677,4.579,-1.773,12.97,0.4,2.652,1.198,0.026,0.14,0.15,-0.743,9.062,HIKE | infl-flat | eq-flat | low-vol,0.827,10
1965-01-31,3.182,4.486,0.0,13.655,0.54,2.801,1.099,-0.104,0.06,0.1,-2.638,6.076,HIKE | infl-dn | eq-up | low-vol,0.785,10
1965-02-28,3.566,5.233,-0.228,12.378,0.46,2.783,1.197,-0.2,0.11,-0.01,-0.297,4.335,HIKE | infl-dn | eq-up | low-vol,0.748,10
1965-03-31,1.664,4.511,-1.678,9.091,0.2,2.854,1.196,-0.002,-0.02,0.04,4.41,3.563,HOLD | infl-flat | eq-flat | low-vol,0.815,10
1965-04-30,1.77,4.418,0.0,12.144,0.19,2.701,1.389,0.29,-0.05,0.08,3.715,2.188,HOLD | infl-up | eq-flat | low-vol,0.808,10
1965-05-31,1.132,4.216,-2.049,10.194,0.12,2.486,1.614,0.417,-0.06,-0.05,3.608,-2.59,HOLD | infl-up | eq-flat | low-vol,0.825,10
1965-06-30,-2.368,8.06,-6.813,2.975,0.0,2.115,1.935,0.739,-0.09,-0.07,9.879,0.737,HOLD | infl-up | eq-dn | low-vol,0.904,10
1965-07-31,-4.332,8.638,-5.561,2.489,0.0,2.285,1.805,0.416,-0.07,-0.02,8.95,-1.935,HOLD | infl-up | eq-dn | mid-vol,0.931,10
1965-08-31,-1.414,8.19,-3.434,6.526,0.02,2.51,1.61,-0.004,0.01,0.09,4.646,-11.552,HOLD | infl-flat | eq-flat | low-vol,0.8,10
1965-09-30,6.942,4.925,-0.761,6.866,-0.03,2.283,1.737,-0.197,0.34,0.4,-0.811,-14.896,HOLD | infl-dn | eq-up | low-vol,0.691,10
1965-10-31,8.411,3.826,-0.097,8.909,-0.01,2.377,1.703,-0.102,0.25,0.31,-1.472,-13.222,HOLD | infl-dn | eq-up | low-vol,0.692,10
1965-11-30,5.093,4.104,-1.101,8.517,-0.02,2.37,1.73,0.12,0.3,0.27,-5.982,-12.182,HOLD | infl-up | eq-up | low-vol,0.733,10
1965-12-31,2.746,4.173,-0.216,9.062,0.3,2.4,1.92,0.183,0.64,0.6,-8.32,-13.091,HIKE | infl-up | eq-up | low-vol,0.836,10
1966-01-31,0.498,4.064,-1.139,6.076,0.34,2.502,1.918,0.215,0.47,0.56,-9.991,-6.751,HIKE | infl-up | eq-flat | low-vol,0.897,10
1966-02-28,-0.426,4.715,-3.019,4.335,0.5,2.042,2.558,0.827,0.41,0.61,-15.479,-4.867,HIKE | infl-up | eq-flat | low-vol,0.954,10
1966-03-31,-3.462,6.294,-5.135,3.563,0.34,1.881,2.779,0.859,0.24,-0.06,-14.199,1.087,HIKE | infl-up | eq-dn | low-vol,0.974,10
1966-04-30,-1.96,6.765,-3.189,2.188,0.25,1.802,2.868,0.95,0.24,0.02,-11.926,3.24,HIKE | infl-up | eq-flat | low-vol,0.93,10
1966-05-31,-5.58,9.219,-8.431,-2.59,0.3,2.136,2.764,0.206,0.14,0.03,-6.595,3.425,HIKE | infl-up | eq-dn | mid-vol,1.009,10
1966-06-30,-5.032,8.791,-9.909,0.737,0.51,2.734,2.436,-0.343,-0.12,0.15,-5.204,6.962,HIKE | infl-dn | eq-dn | mid-vol,1.019,10
1966-07-31,-8.192,9.719,-11.121,-1.935,0.63,2.545,2.755,-0.113,-0.06,0.33,3.6,13.337,HIKE | infl-dn | eq-dn | mid-vol,1.146,10
1966-08-31,-10.484,11.289,-18.031,-11.552,0.63,2.043,3.487,0.723,0.31,0.8,12.555,21.453,HIKE | infl-up | eq-dn | mid-vol,1.445,10
1966-09-30,-9.653,12.459,-18.605,-14.896,0.23,1.826,3.574,1.138,0.22,0.57,17.816,26.319,HIKE | infl-up | eq-dn | mid-vol,1.462,10
1966-10-31,-4.067,14.069,-14.735,-13.222,0.23,1.739,3.791,1.037,-0.03,0.26,17.219,17.082,HIKE | infl-up | eq-dn | high-vol,1.186,10
1966-11-30,4.345,11.712,-14.469,-12.182,0.23,2.201,3.559,0.073,-0.31,-0.39,10.727,16.843,HIKE | infl-flat | eq-up | mid-vol,0.929,10
1966-12-31,4.924,10.477,-14.597,-13.091,0.0,2.041,3.359,-0.214,-0.4,-0.62,12.835,20.092,HOLD | infl-dn | eq-up | mid-vol,0.964,10
1967-01-31,7.993,7.525,-7.92,-6.751,-0.59,1.741,3.199,-0.592,-0.32,-0.88,9.398,6.5,CUT | infl-dn | eq-up | low-vol,0.849,10
1967-02-28,7.868,6.915,-6.103,-4.867,-0.76,2.132,2.868,-0.691,-0.24,-0.69,7.905,2.973,CUT | infl-dn | eq-up | low-vol,0.829,10
1967-03-31,12.287,6.475,-2.402,1.087,-0.87,1.982,2.548,-0.811,-0.4,-0.87,7.217,0.0,CUT | infl-dn | eq-up | low-vol,0.795,10
1967-04-30,8.544,6.898,0.0,3.24,-0.89,1.51,2.54,-0.659,0.09,-0.48,-0.117,3.808,CUT | infl-dn | eq-up | low-vol,0.705,10
1967-05-31,2.65,7.701,-5.815,3.425,-1.06,1.622,2.318,-0.549,0.24,-0.58,5.523,10.777,CUT | infl-dn | eq-up | low-vol,0.817,10
1967-06-30,0.488,8.854,-4.166,6.962,-0.55,1.139,2.841,0.293,0.99,0.84,6.432,9.863,CUT | infl-up | eq-flat | mid-vol,0.834,10
1967-07-31,0.787,7.807,0.0,13.337,-0.26,0.862,2.928,0.387,1.26,0.91,-2.649,3.156,CUT | infl-up | eq-flat | low-vol,0.865,10
1967-08-31,5.119,6.273,-2.285,21.453,-0.04,1.297,2.603,0.285,1.3,1.02,-4.571,5.575,HOLD | infl-up | eq-up | low-vol,0.805,10
1967-09-30,6.697,4.812,-0.902,26.319,0.01,1.395,2.595,-0.246,1.28,0.3,-6.731,6.163,HOLD | infl-dn | eq-up | low-vol,0.741,10
1967-10-31,-0.897,5.434,-3.781,17.082,0.09,1.292,2.588,-0.34,1.59,0.42,3.93,10.128,HOLD | infl-dn | eq-flat | low-vol,0.946,10
1967-11-30,0.384,7.016,-3.679,16.843,0.23,1.028,3.102,0.499,1.52,0.45,4.979,15.287,HIKE | infl-up | eq-flat | low-vol,0.876,10
1967-12-31,-0.248,6.839,-1.148,20.092,0.52,1.229,3.281,0.685,1.25,0.49,3.224,7.66,HIKE | infl-up | eq-flat | low-vol,0.891,10
1968-01-31,-1.768,6.584,-5.482,6.5,0.73,0.963,3.647,1.06,0.75,-0.11,5.963,11.676,HIKE | infl-up | eq-flat | low-vol,0.972,10
1968-02-29,-4.936,6.624,-8.433,2.973,0.58,1.074,3.636,0.534,0.72,-0.22,10.631,9.814,HIKE | infl-up | eq-dn | low-vol,1.038,10
1968-03-31,-6.499,8.648,-7.572,0.0,0.54,1.111,3.939,0.659,0.54,-0.17,13.825,12.539,HIKE | infl-up | eq-dn | mid-vol,1.068,10
1968-04-30,5.8,10.4,0.0,3.808,1.15,1.833,3.927,0.28,0.24,0.64,5.964,6.251,HIKE | infl-up | eq-up | mid-vol,0.703,10
1968-05-31,10.43,9.559,-0.233,10.777,1.41,1.89,4.23,0.593,-0.06,0.63,9.82,4.844,HIKE | infl-up | eq-up | mid-vol,0.686,10
1968-06-30,10.399,8.169,-2.046,9.863,1.02,1.866,4.204,0.265,-0.16,0.32,4.298,-1.878,HIKE | infl-up | eq-up | low-vol,0.578,10
1968-07-31,0.154,6.75,-4.541,3.156,0.27,1.539,4.491,0.564,-0.53,-0.5,5.392,-6.047,HIKE | infl-up | eq-flat | low-vol,0.87,10
